,label,video_name
1763,burglary,../input/real-time-anomaly-detection-in-cctv-surveillance/data/burglary/Burglary090_x264.mp4
91,roadaccidents,../input/real-time-anomaly-detection-in-cctv-surveillance/data/roadaccidents/RoadAccidents051_x264.mp4
815,normal,../input/real-time-anomaly-detection-in-cctv-surveillance/data/normal/Normal_Videos768_x264.mp4
806,normal,../input/real-time-anomaly-detection-in-cctv-surveillance/data/normal/Normal_Videos114_x264.mp4
333,shooting,../input/real-time-anomaly-detection-in-cctv-surveillance/data/shooting/Shooting039_x264.mp4
623,normal,../input/real-time-anomaly-detection-in-cctv-surveillance/data/normal/Normal_Videos838_x264.mp4
1712,burglary,../input/real-time-anomaly-detection-in-cctv-surveillance/data/burglary/Burglary050_x264.mp4
1222,normal,../input/real-time-anomaly-detection-in-cctv-surveillance/data/normal/Normal_Videos418_x264.mp4
328,shooting,../input/real-time-anomaly-detection-in-cctv-surveillance/data/shooting/Shooting015_x264.mp4
1411,shoplifting,../input/real-time-anomaly-detection-in-cctv-surveillance/data/shoplifting/Shoplifting024_x264.mp4
1420,shoplifting,../input/real-time-anomaly-detection-in-cctv-surveillance/data/shoplifting/Shoplifting016_x264.mp4
776,normal,../input/real-time-anomaly-detection-in-cctv-surveillance/data/normal/Normal_Videos255_x264.mp4
1603,stealing,../input/real-time-anomaly-detection-in-cctv-surveillance/data/stealing/Stealing097_x264.mp4
1143,normal,../input/real-time-anomaly-detection-in-cctv-surveillance/data/normal/Normal_Videos578_x264.mp4
382,arson,../input/real-time-anomaly-detection-in-cctv-surveillance/data/arson/Arson046_x264.mp4
1553,robbery,../input/real-time-anomaly-detection-in-cctv-surveillance/data/robbery/Robbery067_x264.mp4
426,explosion,../input/real-time-anomaly-detection-in-cctv-surveillance/data/explosion/Explosion001_x264.mp4
10,roadaccidents,../input/real-time-anomaly-detection-in-cctv-surveillance/data/roadaccidents/RoadAccidents127_x264.mp4
1306,normal,../input/real-time-anomaly-detection-in-cctv-surveillance/data/normal/Normal_Videos547_x264.mp4
278,arrest,../input/real-time-anomaly-detection-in-cctv-surveillance/data/arrest/Arrest051_x264.mp4
893,normal,../input/real-time-anomaly-detection-in-cctv-surveillance/data/normal/Normal_Videos489_x264.mp4
1756,burglary,../input/real-time-anomaly-detection-in-cctv-surveillance/data/burglary/Burglary063_x264.mp4
830,normal,../input/real-time-anomaly-detection-in-cctv-surveillance/data/normal/Normal_Videos655_x264.mp4
716,normal,../input/real-time-anomaly-detection-in-cctv-surveillance/data/normal/Normal_Videos525_x264.mp4
599,normal,../input/real-time-anomaly-detection-in-cctv-surveillance/data/normal/Normal_Videos496_x264.mp4
1483,robbery,../input/real-time-anomaly-detection-in-cctv-surveillance/data/robbery/Robbery011_x264.mp4
52,roadaccidents,../input/real-time-anomaly-detection-in-cctv-surveillance/data/roadaccidents/RoadAccidents023_x264.mp4
71,roadaccidents,../input/real-time-anomaly-detection-in-cctv-surveillance/data/roadaccidents/RoadAccidents103_x264.mp4
553,normal,../input/real-time-anomaly-detection-in-cctv-surveillance/data/normal/Normal_Videos_903_x264.mp4
406,explosion,../input/real-time-anomaly-detection-in-cctv-surveillance/data/explosion/Explosion017_x264.mp4
1791,burglary,../input/real-time-anomaly-detection-in-cctv-surveillance/data/burglary/Burglary076_x264.mp4
1009,normal,../input/real-time-anomaly-detection-in-cctv-surveillance/data/normal/Normal_Videos055_x264.mp4
298,arrest,../input/real-time-anomaly-detection-in-cctv-surveillance/data/arrest/Arrest018_x264.mp4
1433,shoplifting,../input/real-time-anomaly-detection-in-cctv-surveillance/data/shoplifting/Shoplifting015_x264.mp4
143,roadaccidents,../input/real-time-anomaly-detection-in-cctv-surveillance/data/roadaccidents/RoadAccidents004_x264.mp4
1779,burglary,../input/real-time-anomaly-detection-in-cctv-surveillance/data/burglary/Burglary087_x264.mp4
1600,stealing,../input/real-time-anomaly-detection-in-cctv-surveillance/data/stealing/Stealing093_x264.mp4
1293,normal,../input/real-time-anomaly-detection-in-cctv-surveillance/data/normal/Normal_Videos422_x264.mp4
685,normal,../input/real-time-anomaly-detection-in-cctv-surveillance/data/normal/Normal_Videos_873_x264.mp4
126,roadaccidents,../input/real-time-anomaly-detection-in-cctv-surveillance/data/roadaccidents/RoadAccidents037_x264.mp4
1063,normal,../input/real-time-anomaly-detection-in-cctv-surveillance/data/normal/Normal_Videos_289_x264.mp4
1862,fighting,../input/real-time-anomaly-detection-in-cctv-surveillance/data/fighting/Fighting025_x264.mp4
1761,burglary,../input/real-time-anomaly-detection-in-cctv-surveillance/data/burglary/Burglary052_x264.mp4
1353,normal,../input/real-time-anomaly-detection-in-cctv-surveillance/data/normal/Normal_Videos149_x264.mp4
176,assault,../input/real-time-anomaly-detection-in-cctv-surveillance/data/assault/Assault049_x264.mp4
1239,normal,../input/real-time-anomaly-detection-in-cctv-surveillance/data/normal/Normal_Videos081_x264.mp4
39,roadaccidents,../input/real-time-anomaly-detection-in-cctv-surveillance/data/roadaccidents/RoadAccidents053_x264.mp4
622,normal,../input/real-time-anomaly-detection-in-cctv-surveillance/data/normal/Normal_Videos731_x264.mp4
873,normal,../input/real-time-anomaly-detection-in-cctv-surveillance/data/normal/Normal_Videos_908_x264.mp4
1607,stealing,../input/real-time-anomaly-detection-in-cctv-surveillance/data/stealing/Stealing112_x264.mp4
1509,robbery,../input/real-time-anomaly-detection-in-cctv-surveillance/data/robbery/Robbery049_x264.mp4
821,normal,../input/real-time-anomaly-detection-in-cctv-surveillance/data/normal/Normal_Videos199_x264.mp4
1492,robbery,../input/real-time-anomaly-detection-in-cctv-surveillance/data/robbery/Robbery101_x264.mp4
1336,normal,../input/real-time-anomaly-detection-in-cctv-surveillance/data/normal/Normal_Videos031_x264.mp4
1782,burglary,../input/real-time-anomaly-detection-in-cctv-surveillance/data/burglary/Burglary082_x264.mp4
585,normal,../input/real-time-anomaly-detection-in-cctv-surveillance/data/normal/Normal_Videos_913_x264.mp4
1715,burglary,../input/real-time-anomaly-detection-in-cctv-surveillance/data/burglary/Burglary088_x264.mp4
758,normal,../input/real-time-anomaly-detection-in-cctv-surveillance/data/normal/Normal_Videos_930_x264.mp4
1431,shoplifting,../input/real-time-anomaly-detection-in-cctv-surveillance/data/shoplifting/Shoplifting009_x264.mp4
841,normal,../input/real-time-anomaly-detection-in-cctv-surveillance/data/normal/Normal_Videos552_x264.mp4
302,shooting,../input/real-time-anomaly-detection-in-cctv-surveillance/data/shooting/Shooting009_x264.mp4
160,assault,../input/real-time-anomaly-detection-in-cctv-surveillance/data/assault/Assault046_x264.mp4
393,arson,../input/real-time-anomaly-detection-in-cctv-surveillance/data/arson/Arson026_x264.mp4
1795,burglary,../input/real-time-anomaly-detection-in-cctv-surveillance/data/burglary/Burglary069_x264.mp4
1268,normal,../input/real-time-anomaly-detection-in-cctv-surveillance/data/normal/Normal_Videos819_x264.mp4
1670,stealing,../input/real-time-anomaly-detection-in-cctv-surveillance/data/stealing/Stealing062_x264.mp4
80,roadaccidents,../input/real-time-anomaly-detection-in-cctv-surveillance/data/roadaccidents/RoadAccidents112_x264.mp4
1434,shoplifting,../input/real-time-anomaly-detection-in-cctv-surveillance/data/shoplifting/Shoplifting025_x264.mp4
1610,stealing,../input/real-time-anomaly-detection-in-cctv-surveillance/data/stealing/Stealing110_x264.mp4
417,explosion,../input/real-time-anomaly-detection-in-cctv-surveillance/data/explosion/Explosion045_x264.mp4
925,normal,../input/real-time-anomaly-detection-in-cctv-surveillance/data/normal/Normal_Videos921_x264.mp4
520,normal,../input/real-time-anomaly-detection-in-cctv-surveillance/data/normal/Normal_Videos_365_x264.mp4
1523,robbery,../input/real-time-anomaly-detection-in-cctv-surveillance/data/robbery/Robbery054_x264.mp4
1110,normal,../input/real-time-anomaly-detection-in-cctv-surveillance/data/normal/Normal_Videos260_x264.mp4
1327,normal,../input/real-time-anomaly-detection-in-cctv-surveillance/data/normal/Normal_Videos760_x264.mp4
1416,shoplifting,../input/real-time-anomaly-detection-in-cctv-surveillance/data/shoplifting/Shoplifting026_x264.mp4
1538,robbery,../input/real-time-anomaly-detection-in-cctv-surveillance/data/robbery/Robbery129_x264.mp4
405,explosion,../input/real-time-anomaly-detection-in-cctv-surveillance/data/explosion/Explosion036_x264.mp4
538,normal,../input/real-time-anomaly-detection-in-cctv-surveillance/data/normal/Normal_Videos842_x264.mp4
498,normal,../input/real-time-anomaly-detection-in-cctv-surveillance/data/normal/Normal_Videos252_x264.mp4
1516,robbery,../input/real-time-anomaly-detection-in-cctv-surveillance/data/robbery/Robbery019_x264.mp4
1624,stealing,../input/real-time-anomaly-detection-in-cctv-surveillance/data/stealing/Stealing086_x264.mp4
28,roadaccidents,../input/real-time-anomaly-detection-in-cctv-surveillance/data/roadaccidents/RoadAccidents056_x264.mp4
1772,burglary,../input/real-time-anomaly-detection-in-cctv-surveillance/data/burglary/Burglary095_x264.mp4
1381,normal,../input/real-time-anomaly-detection-in-cctv-surveillance/data/normal/Normal_Videos161_x264.mp4
880,normal,../input/real-time-anomaly-detection-in-cctv-surveillance/data/normal/Normal_Videos544_x264.mp4
713,normal,../input/real-time-anomaly-detection-in-cctv-surveillance/data/normal/Normal_Videos698_x264.mp4
1241,normal,../input/real-time-anomaly-detection-in-cctv-surveillance/data/normal/Normal_Videos_033_x264.mp4
950,normal,../input/real-time-anomaly-detection-in-cctv-surveillance/data/normal/Normal_Videos751_x264.mp4
63,roadaccidents,../input/real-time-anomaly-detection-in-cctv-surveillance/data/roadaccidents/RoadAccidents071_x264.mp4
485,normal,../input/real-time-anomaly-detection-in-cctv-surveillance/data/normal/Normal_Videos388_x264.mp4
1088,normal,../input/real-time-anomaly-detection-in-cctv-surveillance/data/normal/Normal_Videos643_x264.mp4
902,normal,../input/real-time-anomaly-detection-in-cctv-surveillance/data/normal/Normal_Videos158_x264.mp4
439,explosion,../input/real-time-anomaly-detection-in-cctv-surveillance/data/explosion/Explosion004_x264.mp4
377,arson,../input/real-time-anomaly-detection-in-cctv-surveillance/data/arson/Arson003_x264.mp4
1790,burglary,../input/real-time-anomaly-detection-in-cctv-surveillance/data/burglary/Burglary006_x264.mp4
744,normal,../input/real-time-anomaly-detection-in-cctv-surveillance/data/normal/Normal_Videos472_x264.mp4
1497,robbery,../input/real-time-anomaly-detection-in-cctv-surveillance/data/robbery/Robbery127_x264.mp4
263,arrest,../input/real-time-anomaly-detection-in-cctv-surveillance/data/arrest/Arrest016_x264.mp4
672,normal,../input/real-time-anomaly-detection-in-cctv-surveillance/data/normal/Normal_Videos_063_x264.mp4
1207,normal,../input/real-time-anomaly-detection-in-cctv-surveillance/data/normal/Normal_Videos_576_x264.mp4
1389,normal,../input/real-time-anomaly-detection-in-cctv-surveillance/data/normal/Normal_Videos700_x264.mp4
679,normal,../input/real-time-anomaly-detection-in-cctv-surveillance/data/normal/Normal_Videos315_x264.mp4
1896,fighting,../input/real-time-anomaly-detection-in-cctv-surveillance/data/fighting/Fighting038_x264.mp4
1528,robbery,../input/real-time-anomaly-detection-in-cctv-surveillance/data/robbery/Robbery123_x264.mp4
1369,normal,../input/real-time-anomaly-detection-in-cctv-surveillance/data/normal/Normal_Videos273_x264.mp4
503,normal,../input/real-time-anomaly-detection-in-cctv-surveillance/data/normal/Normal_Videos140_x264.mp4
253,arrest,../input/real-time-anomaly-detection-in-cctv-surveillance/data/arrest/Arrest033_x264.mp4
1889,fighting,../input/real-time-anomaly-detection-in-cctv-surveillance/data/fighting/Fighting006_x264.mp4
346,shooting,../input/real-time-anomaly-detection-in-cctv-surveillance/data/shooting/Shooting017_x264.mp4
1736,burglary,../input/real-time-anomaly-detection-in-cctv-surveillance/data/burglary/Burglary036_x264.mp4
1593,robbery,../input/real-time-anomaly-detection-in-cctv-surveillance/data/robbery/Robbery121_x264.mp4
1865,fighting,../input/real-time-anomaly-detection-in-cctv-surveillance/data/fighting/Fighting046_x264.mp4
1552,robbery,../input/real-time-anomaly-detection-in-cctv-surveillance/data/robbery/Robbery034_x264.mp4
1726,burglary,../input/real-time-anomaly-detection-in-cctv-surveillance/data/burglary/Burglary021_x264.mp4
951,normal,../input/real-time-anomaly-detection-in-cctv-surveillance/data/normal/Normal_Videos917_x264.mp4
237,vandalism,../input/real-time-anomaly-detection-in-cctv-surveillance/data/vandalism/Vandalism019_x264.mp4
259,arrest,../input/real-time-anomaly-detection-in-cctv-surveillance/data/arrest/Arrest005_x264.mp4
1311,normal,../input/real-time-anomaly-detection-in-cctv-surveillance/data/normal/Normal_Videos588_x264.mp4
307,shooting,../input/real-time-anomaly-detection-in-cctv-surveillance/data/shooting/Shooting025_x264.mp4
1591,robbery,../input/real-time-anomaly-detection-in-cctv-surveillance/data/robbery/Robbery056_x264.mp4
955,normal,../input/real-time-anomaly-detection-in-cctv-surveillance/data/normal/Normal_Videos_634_x264.mp4
884,normal,../input/real-time-anomaly-detection-in-cctv-surveillance/data/normal/Normal_Videos183_x264.mp4
1765,burglary,../input/real-time-anomaly-detection-in-cctv-surveillance/data/burglary/Burglary017_x264.mp4
1019,normal,../input/real-time-anomaly-detection-in-cctv-surveillance/data/normal/Normal_Videos688_x264.mp4
594,normal,../input/real-time-anomaly-detection-in-cctv-surveillance/data/normal/Normal_Videos039_x264.mp4
1015,normal,../input/real-time-anomaly-detection-in-cctv-surveillance/data/normal/Normal_Videos594_x264.mp4
334,shooting,../input/real-time-anomaly-detection-in-cctv-surveillance/data/shooting/Shooting019_x264.mp4
653,normal,../input/real-time-anomaly-detection-in-cctv-surveillance/data/normal/Normal_Videos470_x264.mp4
970,normal,../input/real-time-anomaly-detection-in-cctv-surveillance/data/normal/Normal_Videos431_x264.mp4
636,normal,../input/real-time-anomaly-detection-in-cctv-surveillance/data/normal/Normal_Videos440_x264.mp4
891,normal,../input/real-time-anomaly-detection-in-cctv-surveillance/data/normal/Normal_Videos336_x264.mp4
336,shooting,../input/real-time-anomaly-detection-in-cctv-surveillance/data/shooting/Shooting018_x264.mp4
1513,robbery,../input/real-time-anomaly-detection-in-cctv-surveillance/data/robbery/Robbery013_x264.mp4
1714,burglary,../input/real-time-anomaly-detection-in-cctv-surveillance/data/burglary/Burglary008_x264.mp4
383,arson,../input/real-time-anomaly-detection-in-cctv-surveillance/data/arson/Arson029_x264.mp4
1749,burglary,../input/real-time-anomaly-detection-in-cctv-surveillance/data/burglary/Burglary025_x264.mp4
179,assault,../input/real-time-anomaly-detection-in-cctv-surveillance/data/assault/Assault035_x264.mp4
1741,burglary,../input/real-time-anomaly-detection-in-cctv-surveillance/data/burglary/Burglary057_x264.mp4
765,normal,../input/real-time-anomaly-detection-in-cctv-surveillance/data/normal/Normal_Videos284_x264.mp4
32,roadaccidents,../input/real-time-anomaly-detection-in-cctv-surveillance/data/roadaccidents/RoadAccidents109_x264.mp4
948,normal,../input/real-time-anomaly-detection-in-cctv-surveillance/data/normal/Normal_Videos541_x264.mp4
750,normal,../input/real-time-anomaly-detection-in-cctv-surveillance/data/normal/Normal_Videos_003_x264.mp4
195,assault,../input/real-time-anomaly-detection-in-cctv-surveillance/data/assault/Assault010_x264.mp4
1460,robbery,../input/real-time-anomaly-detection-in-cctv-surveillance/data/robbery/Robbery055_x264.mp4
1137,normal,../input/real-time-anomaly-detection-in-cctv-surveillance/data/normal/Normal_Videos786_x264.mp4
908,normal,../input/real-time-anomaly-detection-in-cctv-surveillance/data/normal/Normal_Videos_717_x264.mp4
714,normal,../input/real-time-anomaly-detection-in-cctv-surveillance/data/normal/Normal_Videos_943_x264.mp4
1180,normal,../input/real-time-anomaly-detection-in-cctv-surveillance/data/normal/Normal_Videos807_x264.mp4
1846,abuse,../input/real-time-anomaly-detection-in-cctv-surveillance/data/abuse/Abuse017_x264.mp4
1645,stealing,../input/real-time-anomaly-detection-in-cctv-surveillance/data/stealing/Stealing015_x264.mp4
1525,robbery,../input/real-time-anomaly-detection-in-cctv-surveillance/data/robbery/Robbery116_x264.mp4
1072,normal,../input/real-time-anomaly-detection-in-cctv-surveillance/data/normal/Normal_Videos028_x264.mp4
1648,stealing,../input/real-time-anomaly-detection-in-cctv-surveillance/data/stealing/Stealing049_x264.mp4
1521,robbery,../input/real-time-anomaly-detection-in-cctv-surveillance/data/robbery/Robbery098_x264.mp4
1823,abuse,../input/real-time-anomaly-detection-in-cctv-surveillance/data/abuse/Abuse036_x264.mp4
1039,normal,../input/real-time-anomaly-detection-in-cctv-surveillance/data/normal/Normal_Videos311_x264.mp4
1112,normal,../input/real-time-anomaly-detection-in-cctv-surveillance/data/normal/Normal_Videos377_x264.mp4
625,normal,../input/real-time-anomaly-detection-in-cctv-surveillance/data/normal/Normal_Videos052_x264.mp4
1500,robbery,../input/real-time-anomaly-detection-in-cctv-surveillance/data/robbery/Robbery105_x264.mp4
1747,burglary,../input/real-time-anomaly-detection-in-cctv-surveillance/data/burglary/Burglary040_x264.mp4
1716,burglary,../input/real-time-anomaly-detection-in-cctv-surveillance/data/burglary/Burglary043_x264.mp4
206,vandalism,../input/real-time-anomaly-detection-in-cctv-surveillance/data/vandalism/Vandalism035_x264.mp4
1777,burglary,../input/real-time-anomaly-detection-in-cctv-surveillance/data/burglary/Burglary097_x264.mp4
577,normal,../input/real-time-anomaly-detection-in-cctv-surveillance/data/normal/Normal_Videos172_x264.mp4
1464,robbery,../input/real-time-anomaly-detection-in-cctv-surveillance/data/robbery/Robbery032_x264.mp4
1011,normal,../input/real-time-anomaly-detection-in-cctv-surveillance/data/normal/Normal_Videos_310_x264.mp4
919,normal,../input/real-time-anomaly-detection-in-cctv-surveillance/data/normal/Normal_Videos829_x264.mp4
1832,abuse,../input/real-time-anomaly-detection-in-cctv-surveillance/data/abuse/Abuse049_x264.mp4
640,normal,../input/real-time-anomaly-detection-in-cctv-surveillance/data/normal/Normal_Videos857_x264.mp4
745,normal,../input/real-time-anomaly-detection-in-cctv-surveillance/data/normal/Normal_Videos752_x264.mp4
588,normal,../input/real-time-anomaly-detection-in-cctv-surveillance/data/normal/Normal_Videos121_x264.mp4
991,normal,../input/real-time-anomaly-detection-in-cctv-surveillance/data/normal/Normal_Videos331_x264.mp4
1629,stealing,../input/real-time-anomaly-detection-in-cctv-surveillance/data/stealing/Stealing023_x264.mp4
471,normal,../input/real-time-anomaly-detection-in-cctv-surveillance/data/normal/Normal_Videos198_x264.mp4
1801,abuse,../input/real-time-anomaly-detection-in-cctv-surveillance/data/abuse/Abuse016_x264.mp4
1324,normal,../input/real-time-anomaly-detection-in-cctv-surveillance/data/normal/Normal_Videos645_x264.mp4
1794,burglary,../input/real-time-anomaly-detection-in-cctv-surveillance/data/burglary/Burglary047_x264.mp4
467,normal,../input/real-time-anomaly-detection-in-cctv-surveillance/data/normal/Normal_Videos_781_x264.mp4
1545,robbery,../input/real-time-anomaly-detection-in-cctv-surveillance/data/robbery/Robbery027_x264.mp4
48,roadaccidents,../input/real-time-anomaly-detection-in-cctv-surveillance/data/roadaccidents/RoadAccidents131_x264.mp4
329,shooting,../input/real-time-anomaly-detection-in-cctv-surveillance/data/shooting/Shooting021_x264.mp4
284,arrest,../input/real-time-anomaly-detection-in-cctv-surveillance/data/arrest/Arrest028_x264.mp4
1188,normal,../input/real-time-anomaly-detection-in-cctv-surveillance/data/normal/Normal_Videos749_x264.mp4
1032,normal,../input/real-time-anomaly-detection-in-cctv-surveillance/data/normal/Normal_Videos665_x264.mp4
1769,burglary,../input/real-time-anomaly-detection-in-cctv-surveillance/data/burglary/Burglary029_x264.mp4
120,roadaccidents,../input/real-time-anomaly-detection-in-cctv-surveillance/data/roadaccidents/RoadAccidents138_x264.mp4
1592,robbery,../input/real-time-anomaly-detection-in-cctv-surveillance/data/robbery/Robbery102_x264.mp4
1462,robbery,../input/real-time-anomaly-detection-in-cctv-surveillance/data/robbery/Robbery020_x264.mp4
155,assault,../input/real-time-anomaly-detection-in-cctv-surveillance/data/assault/Assault033_x264.mp4
490,normal,../input/real-time-anomaly-detection-in-cctv-surveillance/data/normal/Normal_Videos607_x264.mp4
321,shooting,../input/real-time-anomaly-detection-in-cctv-surveillance/data/shooting/Shooting053_x264.mp4
1579,robbery,../input/real-time-anomaly-detection-in-cctv-surveillance/data/robbery/Robbery088_x264.mp4
171,assault,../input/real-time-anomaly-detection-in-cctv-surveillance/data/assault/Assault022_x264.mp4
1365,normal,../input/real-time-anomaly-detection-in-cctv-surveillance/data/normal/Normal_Videos_895_x264.mp4
157,assault,../input/real-time-anomaly-detection-in-cctv-surveillance/data/assault/Assault037_x264.mp4
643,normal,../input/real-time-anomaly-detection-in-cctv-surveillance/data/normal/Normal_Videos820_x264.mp4
1474,robbery,../input/real-time-anomaly-detection-in-cctv-surveillance/data/robbery/Robbery083_x264.mp4
1540,robbery,../input/real-time-anomaly-detection-in-cctv-surveillance/data/robbery/Robbery122_x264.mp4
90,roadaccidents,../input/real-time-anomaly-detection-in-cctv-surveillance/data/roadaccidents/RoadAccidents083_x264.mp4
425,explosion,../input/real-time-anomaly-detection-in-cctv-surveillance/data/explosion/Explosion034_x264.mp4
1844,abuse,../input/real-time-anomaly-detection-in-cctv-surveillance/data/abuse/Abuse002_x264.mp4
972,normal,../input/real-time-anomaly-detection-in-cctv-surveillance/data/normal/Normal_Videos447_x264.mp4
868,normal,../input/real-time-anomaly-detection-in-cctv-surveillance/data/normal/Normal_Videos220_x264.mp4
1677,stealing,../input/real-time-anomaly-detection-in-cctv-surveillance/data/stealing/Stealing026_x264.mp4
1831,abuse,../input/real-time-anomaly-detection-in-cctv-surveillance/data/abuse/Abuse048_x264.mp4
1128,normal,../input/real-time-anomaly-detection-in-cctv-surveillance/data/normal/Normal_Videos386_x264.mp4
140,roadaccidents,../input/real-time-anomaly-detection-in-cctv-surveillance/data/roadaccidents/RoadAccidents007_x264.mp4
1706,burglary,../input/real-time-anomaly-detection-in-cctv-surveillance/data/burglary/Burglary089_x264.mp4
502,normal,../input/real-time-anomaly-detection-in-cctv-surveillance/data/normal/Normal_Videos863_x264.mp4
130,roadaccidents,../input/real-time-anomaly-detection-in-cctv-surveillance/data/roadaccidents/RoadAccidents043_x264.mp4
1410,shoplifting,../input/real-time-anomaly-detection-in-cctv-surveillance/data/shoplifting/Shoplifting039_x264.mp4
1074,normal,../input/real-time-anomaly-detection-in-cctv-surveillance/data/normal/Normal_Videos288_x264.mp4
689,normal,../input/real-time-anomaly-detection-in-cctv-surveillance/data/normal/Normal_Videos558_x264.mp4
543,normal,../input/real-time-anomaly-detection-in-cctv-surveillance/data/normal/Normal_Videos256_x264.mp4
1892,fighting,../input/real-time-anomaly-detection-in-cctv-surveillance/data/fighting/Fighting033_x264.mp4
787,normal,../input/real-time-anomaly-detection-in-cctv-surveillance/data/normal/Normal_Videos344_x264.mp4
17,roadaccidents,../input/real-time-anomaly-detection-in-cctv-surveillance/data/roadaccidents/RoadAccidents108_x264.mp4
1126,normal,../input/real-time-anomaly-detection-in-cctv-surveillance/data/normal/Normal_Videos676_x264.mp4
1560,robbery,../input/real-time-anomaly-detection-in-cctv-surveillance/data/robbery/Robbery076_x264.mp4
1398,normal,../input/real-time-anomaly-detection-in-cctv-surveillance/data/normal/Normal_Videos589_x264.mp4
1548,robbery,../input/real-time-anomaly-detection-in-cctv-surveillance/data/robbery/Robbery026_x264.mp4
314,shooting,../input/real-time-anomaly-detection-in-cctv-surveillance/data/shooting/Shooting001_x264.mp4
462,normal,../input/real-time-anomaly-detection-in-cctv-surveillance/data/normal/Normal_Videos561_x264.mp4
1622,stealing,../input/real-time-anomaly-detection-in-cctv-surveillance/data/stealing/Stealing029_x264.mp4
62,roadaccidents,../input/real-time-anomaly-detection-in-cctv-surveillance/data/roadaccidents/RoadAccidents047_x264.mp4
1057,normal,../input/real-time-anomaly-detection-in-cctv-surveillance/data/normal/Normal_Videos649_x264.mp4
556,normal,../input/real-time-anomaly-detection-in-cctv-surveillance/data/normal/Normal_Videos681_x264.mp4
1858,fighting,../input/real-time-anomaly-detection-in-cctv-surveillance/data/fighting/Fighting017_x264.mp4
1321,normal,../input/real-time-anomaly-detection-in-cctv-surveillance/data/normal/Normal_Videos105_x264.mp4
797,normal,../input/real-time-anomaly-detection-in-cctv-surveillance/data/normal/Normal_Videos759_x264.mp4
460,normal,../input/real-time-anomaly-detection-in-cctv-surveillance/data/normal/Normal_Videos340_x264.mp4
1097,normal,../input/real-time-anomaly-detection-in-cctv-surveillance/data/normal/Normal_Videos614_x264.mp4
901,normal,../input/real-time-anomaly-detection-in-cctv-surveillance/data/normal/Normal_Videos639_x264.mp4
691,normal,../input/real-time-anomaly-detection-in-cctv-surveillance/data/normal/Normal_Videos605_x264.mp4
1838,abuse,../input/real-time-anomaly-detection-in-cctv-surveillance/data/abuse/Abuse026_x264.mp4
1357,normal,../input/real-time-anomaly-detection-in-cctv-surveillance/data/normal/Normal_Videos_905_x264.mp4
1100,normal,../input/real-time-anomaly-detection-in-cctv-surveillance/data/normal/Normal_Videos610_x264.mp4
1384,normal,../input/real-time-anomaly-detection-in-cctv-surveillance/data/normal/Normal_Videos206_x264.mp4
1875,fighting,../input/real-time-anomaly-detection-in-cctv-surveillance/data/fighting/Fighting023_x264.mp4
1830,abuse,../input/real-time-anomaly-detection-in-cctv-surveillance/data/abuse/Abuse009_x264.mp4
1491,robbery,../input/real-time-anomaly-detection-in-cctv-surveillance/data/robbery/Robbery030_x264.mp4
177,assault,../input/real-time-anomaly-detection-in-cctv-surveillance/data/assault/Assault005_x264.mp4
1154,normal,../input/real-time-anomaly-detection-in-cctv-surveillance/data/normal/Normal_Videos765_x264.mp4
424,explosion,../input/real-time-anomaly-detection-in-cctv-surveillance/data/explosion/Explosion022_x264.mp4
128,roadaccidents,../input/real-time-anomaly-detection-in-cctv-surveillance/data/roadaccidents/RoadAccidents013_x264.mp4
1028,normal,../input/real-time-anomaly-detection-in-cctv-surveillance/data/normal/Normal_Videos_248_x264.mp4
567,normal,../input/real-time-anomaly-detection-in-cctv-surveillance/data/normal/Normal_Videos169_x264.mp4
224,vandalism,../input/real-time-anomaly-detection-in-cctv-surveillance/data/vandalism/Vandalism028_x264.mp4
358,arson,../input/real-time-anomaly-detection-in-cctv-surveillance/data/arson/Arson022_x264.mp4
903,normal,../input/real-time-anomaly-detection-in-cctv-surveillance/data/normal/Normal_Videos387_x264.mp4
1412,shoplifting,../input/real-time-anomaly-detection-in-cctv-surveillance/data/shoplifting/Shoplifting030_x264.mp4
639,normal,../input/real-time-anomaly-detection-in-cctv-surveillance/data/normal/Normal_Videos167_x264.mp4
203,vandalism,../input/real-time-anomaly-detection-in-cctv-surveillance/data/vandalism/Vandalism034_x264.mp4
211,vandalism,../input/real-time-anomaly-detection-in-cctv-surveillance/data/vandalism/Vandalism049_x264.mp4
1639,stealing,../input/real-time-anomaly-detection-in-cctv-surveillance/data/stealing/Stealing024_x264.mp4
1273,normal,../input/real-time-anomaly-detection-in-cctv-surveillance/data/normal/Normal_Videos945_x264.mp4
1093,normal,../input/real-time-anomaly-detection-in-cctv-surveillance/data/normal/Normal_Videos_884_x264.mp4
1784,burglary,../input/real-time-anomaly-detection-in-cctv-surveillance/data/burglary/Burglary096_x264.mp4
1582,robbery,../input/real-time-anomaly-detection-in-cctv-surveillance/data/robbery/Robbery125_x264.mp4
239,vandalism,../input/real-time-anomaly-detection-in-cctv-surveillance/data/vandalism/Vandalism017_x264.mp4
748,normal,../input/real-time-anomaly-detection-in-cctv-surveillance/data/normal/Normal_Videos002_x264.mp4
1230,normal,../input/real-time-anomaly-detection-in-cctv-surveillance/data/normal/Normal_Videos803_x264.mp4
628,normal,../input/real-time-anomaly-detection-in-cctv-surveillance/data/normal/Normal_Videos249_x264.mp4
310,shooting,../input/real-time-anomaly-detection-in-cctv-surveillance/data/shooting/Shooting002_x264.mp4
